tag	i	q	k	actual
gamma	742	0.998035	7.845	5
gamma	743	0.998095	7.605	7
gamma	744	0.998155	7.366	5
gamma	745	0.998195	7.207	3
gamma	746	0.998230	7.067	4
gamma	747	0.998270	6.908	4
gamma	748	0.998295	6.808	1
gamma	749	0.998325	6.689	5
gamma	750	0.998380	6.470	6
gamma	751	0.998425	6.290	3
gamma	752	0.998455	6.170	3
gamma	753	0.998485	6.051	3
gamma	754	0.998510	5.951	2
gamma	755	0.998530	5.871	2
gamma	756	0.998555	5.772	3
gamma	757	0.998580	5.672	2
gamma	758	0.998605	5.572	3
gamma	759	0.998625	5.492	1
gamma	760	0.998655	5.373	5
gamma	761	0.998690	5.233	2
gamma	762	0.998720	5.113	4
gamma	763	0.998760	4.954	4
gamma	764	0.998785	4.854	1
gamma	765	0.998800	4.794	2
gamma	766	0.998825	4.694	3
gamma	767	0.998855	4.575	3
gamma	768	0.998880	4.475	2
gamma	769	0.998895	4.415	1
gamma	770	0.998910	4.355	2
gamma	771	0.998935	4.255	3
gamma	772	0.998960	4.156	2
gamma	773	0.998985	4.056	3
gamma	774	0.999015	3.936	3
gamma	775	0.999040	3.836	2
gamma	776	0.999060	3.756	2
gamma	777	0.999080	3.677	2
gamma	778	0.999095	3.617	1
gamma	779	0.999115	3.537	3
gamma	780	0.999135	3.457	1
gamma	781	0.999145	3.417	1
gamma	782	0.999165	3.337	3
gamma	783	0.999185	3.257	1
gamma	784	0.999205	3.177	3
gamma	785	0.999225	3.098	1
gamma	786	0.999240	3.038	2
gamma	787	0.999260	2.958	2
gamma	788	0.999280	2.878	2
gamma	789	0.999300	2.798	2
gamma	790	0.999315	2.738	1
gamma	791	0.999325	2.698	1
gamma	792	0.999340	2.638	2
gamma	793	0.999355	2.578	1
gamma	794	0.999365	2.538	1
gamma	795	0.999375	2.498	1
gamma	796	0.999385	2.458	1
gamma	797	0.999395	2.419	1
gamma	798	0.999410	2.359	2
gamma	799	0.999425	2.299	1
gamma	800	0.999440	2.239	2
gamma	801	0.999460	2.159	2
gamma	802	0.999475	2.099	1
gamma	803	0.999485	2.059	1
gamma	804	0.999495	2.019	1
gamma	805	0.999505	1.979	1
gamma	806	0.999515	1.939	1
gamma	807	0.999525	1.899	1
gamma	808	0.999535	1.859	1
gamma	809	0.999545	1.819	1
gamma	810	0.999555	1.779	1
gamma	811	0.999565	1.739	1
gamma	812	0.999575	1.699	1
gamma	813	0.999585	1.659	1
gamma	814	0.999595	1.619	1
gamma	815	0.999605	1.579	1
gamma	816	0.999615	1.539	1
gamma	817	0.999625	1.499	1
gamma	818	0.999635	1.459	1
gamma	819	0.999645	1.419	1
gamma	820	0.999655	1.380	1
gamma	821	0.999665	1.340	1
gamma	822	0.999675	1.300	1
gamma	823	0.999685	1.260	1
gamma	824	0.999695	1.220	1
gamma	825	0.999705	1.180	1
gamma	826	0.999715	1.140	1
gamma	827	0.999725	1.100	1
gamma	828	0.999735	1.060	1
gamma	829	0.999745	1.020	1
gamma	830	0.999755	0.980	1
gamma	831	0.999765	0.940	1
gamma	832	0.999775	0.900	1
gamma	833	0.999785	0.860	1
gamma	834	0.999795	0.820	1
gamma	835	0.999805	0.780	1
gamma	836	0.999815	0.740	1
gamma	837	0.999825	0.700	1
gamma	838	0.999835	0.660	1
gamma	839	0.999845	0.620	1
gamma	840	0.999855	0.580	1
gamma	841	0.999865	0.540	1
gamma	842	0.999875	0.500	1
gamma	843	0.999885	0.460	1
gamma	844	0.999895	0.420	1
gamma	845	0.999905	0.380	1
gamma	846	0.999915	0.340	1
gamma	847	0.999925	0.300	1
gamma	848	0.999935	0.260	1
gamma	849	0.999945	0.220	1
gamma	850	0.999955	0.180	1
gamma	851	0.999965	0.140	1
gamma	852	0.999975	0.100	1
gamma	853	0.999985	0.060	1
gamma	854	0.999995	0.020	1
gamma	0	0.000005	0.020	1
gamma	1	0.000015	0.060	1
gamma	2	0.000025	0.100	1
gamma	3	0.000035	0.140	1
gamma	4	0.000045	0.180	1
gamma	5	0.000055	0.220	1
gamma	6	0.000065	0.260	1
gamma	7	0.000075	0.300	1
gamma	8	0.000085	0.340	1
gamma	9	0.000095	0.380	1
gamma	10	0.000105	0.420	1
gamma	11	0.000115	0.460	1
gamma	12	0.000125	0.500	1
gamma	13	0.000135	0.540	1
gamma	14	0.000145	0.580	1
gamma	15	0.000155	0.620	1
gamma	16	0.000165	0.660	1
gamma	17	0.000175	0.700	1
gamma	18	0.000185	0.740	1
gamma	19	0.000195	0.780	1
gamma	20	0.000205	0.820	1
gamma	21	0.000215	0.860	1
gamma	22	0.000225	0.900	1
gamma	23	0.000235	0.940	1
gamma	24	0.000245	0.980	1
gamma	25	0.000255	1.020	1
gamma	26	0.000265	1.060	1
gamma	27	0.000275	1.100	1
gamma	28	0.000285	1.140	1
gamma	29	0.000295	1.180	1
gamma	30	0.000305	1.220	1
gamma	31	0.000315	1.260	1
gamma	32	0.000325	1.300	1
gamma	33	0.000335	1.340	1
gamma	34	0.000345	1.380	1
gamma	35	0.000355	1.419	1
gamma	36	0.000365	1.459	1
gamma	37	0.000375	1.499	1
gamma	38	0.000385	1.539	1
gamma	39	0.000395	1.579	1
gamma	40	0.000405	1.619	1
gamma	41	0.000415	1.659	1
gamma	42	0.000425	1.699	1
gamma	43	0.000435	1.739	1
gamma	44	0.000445	1.779	1
gamma	45	0.000455	1.819	1
gamma	46	0.000465	1.859	1
gamma	47	0.000475	1.899	1
gamma	48	0.000485	1.939	1
gamma	49	0.000495	1.979	1
gamma	50	0.000505	2.019	1
gamma	51	0.000515	2.059	1
gamma	52	0.000530	2.119	2
gamma	53	0.000550	2.199	2
gamma	54	0.000565	2.259	1
gamma	55	0.000575	2.299	1
gamma	56	0.000585	2.339	1
gamma	57	0.000595	2.379	1
gamma	58	0.000605	2.419	1
gamma	59	0.000615	2.458	1
gamma	60	0.000630	2.518	2
gamma	61	0.000645	2.578	1
gamma	62	0.000655	2.618	1
gamma	63	0.000665	2.658	1
gamma	64	0.000680	2.718	2
gamma	65	0.000700	2.798	2
gamma	66	0.000715	2.858	1
gamma	67	0.000725	2.898	1
gamma	68	0.000735	2.938	1
gamma	69	0.000750	2.998	2
gamma	70	0.000765	3.058	1
gamma	71	0.000775	3.098	1
gamma	72	0.000790	3.158	2
gamma	73	0.000805	3.217	1
gamma	74	0.000820	3.277	2
gamma	75	0.000845	3.377	3
gamma	76	0.000875	3.497	3
gamma	77	0.000895	3.577	1
gamma	78	0.000910	3.637	2
gamma	79	0.000930	3.717	2
gamma	80	0.000945	3.776	1
gamma	81	0.000960	3.836	2
gamma	82	0.000980	3.916	2
gamma	83	0.001005	4.016	3
gamma	84	0.001025	4.096	1
gamma	85	0.001045	4.176	3
gamma	86	0.001070	4.275	2
gamma	87	0.001085	4.335	1
gamma	88	0.001100	4.395	2
gamma	89	0.001120	4.475	2
gamma	90	0.001145	4.575	3
gamma	91	0.001180	4.714	4
gamma	92	0.001215	4.854	3
gamma	93	0.001245	4.974	3
gamma	94	0.001265	5.054	1
gamma	95	0.001290	5.153	4
gamma	96	0.001315	5.253	1
gamma	97	0.001335	5.333	3
gamma	98	0.001370	5.472	4
gamma	99	0.001400	5.592	2
gamma	100	0.001425	5.692	3
gamma	101	0.001455	5.812	3
gamma	102	0.001490	5.951	4
gamma	103	0.001530	6.111	4
gamma	104	0.001565	6.250	3
gamma	105	0.001605	6.410	5
gamma	106	0.001645	6.569	3
gamma	107	0.001680	6.709	4
gamma	108	0.001725	6.888	5
gamma	109	0.001775	7.087	5
gamma	110	0.001825	7.287	5
gamma	111	0.001870	7.466	4
gamma	112	0.001905	7.605	3
gamma	113	0.001940	7.745	4
gamma	114	0.001985	7.924	5
gamma	115	0.002025	8.084	3
gamma	116	0.002060	8.223	4
gamma	117	0.002110	8.422	6
gamma	118	0.002150	8.582	2
gamma	119	0.002185	8.721	5
gamma	120	0.002235	8.920	5
gamma	121	0.002275	9.079	3
gamma	122	0.002315	9.239	5
gamma	123	0.002360	9.418	4
gamma	124	0.002410	9.617	6
gamma	125	0.002470	9.856	6
gamma	126	0.002530	10.094	6
gamma	127	0.002580	10.293	4
gamma	128	0.002630	10.492	6
gamma	129	0.002680	10.691	4
gamma	130	0.002735	10.910	7
gamma	131	0.002815	11.228	9
gamma	132	0.002900	11.566	8
gamma	133	0.002970	11.845	6
gamma	134	0.003020	12.044	4
gamma	135	0.003085	12.302	9
gamma	136	0.003175	12.660	9
gamma	137	0.003280	13.077	12
gamma	138	0.003375	13.454	7
gamma	139	0.003455	13.772	9
gamma	140	0.003530	14.070	6
gamma	141	0.003600	14.348	8
gamma	142	0.003665	14.606	5
gamma	143	0.003735	14.884	9
gamma	144	0.003815	15.202	7
gamma	145	0.003895	15.519	9
gamma	146	0.003965	15.797	5
gamma	147	0.004030	16.055	8
gamma	148	0.004085	16.273	3
gamma	149	0.004120	16.412	4
gamma	150	0.004160	16.571	4
gamma	151	0.004215	16.789	7
gamma	152	0.004295	17.106	9
gamma	153	0.004395	17.503	11
gamma	154	0.004500	17.919	10
gamma	155	0.004585	18.256	7
gamma	156	0.004675	18.613	11
gamma	157	0.004765	18.969	7
gamma	158	0.004850	19.306	10
gamma	159	0.004980	19.821	16
gamma	160	0.005120	20.375	12
gamma	161	0.005260	20.929	16
gamma	162	0.005420	21.562	16
gamma	163	0.005580	22.195	16
gamma	164	0.005705	22.690	9
gamma	165	0.005815	23.125	13
gamma	166	0.005915	23.520	7
gamma	167	0.006035	23.994	17
gamma	168	0.006205	24.666	17
gamma	169	0.006325	25.140	7
gamma	170	0.006425	25.535	13
gamma	171	0.006535	25.969	9
gamma	172	0.006645	26.403	13
gamma	173	0.006745	26.798	7
gamma	174	0.006835	27.153	11
gamma	175	0.007000	27.804	22
gamma	176	0.007135	28.336	5
gamma	177	0.007215	28.652	11
gamma	178	0.007330	29.105	12
gamma	179	0.007460	29.617	14
gamma	180	0.007620	30.248	18
gamma	181	0.007795	30.937	17
gamma	182	0.007930	31.468	10
gamma	183	0.008070	32.020	18
gamma	184	0.008255	32.747	19
gamma	185	0.008465	33.573	23
gamma	186	0.008670	34.379	18
gamma	187	0.008875	35.185	23
gamma	188	0.009025	35.774	7
gamma	189	0.009170	36.344	22
gamma	190	0.009360	37.090	16
gamma	191	0.009495	37.619	11
gamma	192	0.009600	38.031	10
gamma	193	0.009760	38.659	22
gamma	194	0.009955	39.424	17
gamma	195	0.010095	39.972	11
gamma	196	0.010260	40.619	22
gamma	197	0.010455	41.383	17
gamma	198	0.010605	41.970	13
gamma	199	0.010785	42.675	23
gamma	200	0.011050	43.712	30
gamma	201	0.011370	44.963	34
gamma	202	0.011680	46.174	28
gamma	203	0.011995	47.404	35
gamma	204	0.012305	48.614	27
gamma	205	0.012660	49.999	44
gamma	206	0.013010	51.363	26
gamma	207	0.013320	52.570	36
gamma	208	0.013640	53.816	28
gamma	209	0.013890	54.788	22
gamma	210	0.014160	55.838	32
gamma	211	0.014440	56.926	24
gamma	212	0.014740	58.091	36
gamma	213	0.015165	59.740	49
gamma	214	0.015620	61.504	42
gamma	215	0.015970	62.860	28
gamma	216	0.016305	64.157	39
gamma	217	0.016720	65.762	44
gamma	218	0.017165	67.481	45
gamma	219	0.017545	68.949	31
gamma	220	0.017760	69.778	12
gamma	221	0.018085	71.032	53
gamma	222	0.018445	72.419	19
gamma	223	0.018685	73.343	29
gamma	224	0.019030	74.671	40
gamma	225	0.019420	76.171	38
gamma	226	0.019800	77.632	38
gamma	227	0.020200	79.168	42
gamma	228	0.020735	81.220	65
gamma	229	0.021380	83.692	64
gamma	230	0.021940	85.835	48
gamma	231	0.022500	87.975	64
gamma	232	0.023195	90.628	75
gamma	233	0.023925	93.410	71
gamma	234	0.024540	95.751	52
gamma	235	0.025100	97.880	60
gamma	236	0.025690	100.120	58
gamma	237	0.026190	102.016	42
gamma	238	0.026695	103.930	59
gamma	239	0.027265	106.086	55
gamma	240	0.027730	107.844	38
gamma	241	0.028150	109.430	46
gamma	242	0.028710	111.543	66
gamma	243	0.029370	114.030	66
gamma	244	0.029990	116.362	58
gamma	245	0.030640	118.805	72
gamma	246	0.031375	121.562	75
gamma	247	0.031990	123.867	48
gamma	248	0.032585	126.093	71
gamma	249	0.033310	128.802	74
gamma	250	0.034115	131.805	87
gamma	251	0.034925	134.821	75
gamma	252	0.035625	137.423	65
gamma	253	0.036245	139.725	59
gamma	254	0.036925	142.246	77
gamma	255	0.037665	144.985	71
gamma	256	0.038355	147.536	67
gamma	257	0.039290	150.985	120
gamma	258	0.040210	154.373	64
gamma	259	0.040850	156.725	64
gamma	260	0.041715	159.899	109
gamma	261	0.042855	164.074	119
gamma	262	0.043720	167.234	54
gamma	263	0.044215	169.040	45
gamma	264	0.045095	172.246	131
gamma	265	0.046205	176.280	91
gamma	266	0.047325	180.341	133
gamma	267	0.048405	184.248	83
gamma	268	0.049210	187.154	78
gamma	269	0.049925	189.730	65
gamma	270	0.050530	191.907	56
gamma	271	0.051350	194.853	108
gamma	272	0.052315	198.313	85
gamma	273	0.053360	202.051	124
gamma	274	0.054465	205.994	97
gamma	275	0.055325	209.057	75
gamma	276	0.056130	211.918	86
gamma	277	0.056880	214.579	64
gamma	278	0.057410	216.456	42
gamma	279	0.058025	218.632	81
gamma	280	0.059380	223.416	190
gamma	281	0.060840	228.554	102
gamma	282	0.062165	233.202	163
gamma	283	0.063305	237.190	65
gamma	284	0.064095	239.947	93
gamma	285	0.065060	243.309	100
gamma	286	0.066030	246.680	94
gamma	287	0.067015	250.096	103
gamma	288	0.068465	255.110	187
gamma	289	0.070390	261.741	198
gamma	290	0.072355	268.479	195
gamma	291	0.073865	273.636	107
gamma	292	0.074735	276.599	67
gamma	293	0.075955	280.743	177
gamma	294	0.077645	286.465	161
gamma	295	0.079275	291.962	165
gamma	296	0.080640	296.549	108
gamma	297	0.082095	301.422	183
gamma	298	0.083525	306.194	103
gamma	299	0.084605	309.788	113
gamma	300	0.085840	313.886	134
gamma	301	0.087465	319.259	191
gamma	302	0.089065	324.530	129
gamma	303	0.090345	328.731	127
gamma	304	0.091930	333.916	190
gamma	305	0.093810	340.039	186
gamma	306	0.095620	345.907	176
gamma	307	0.097340	351.460	168
gamma	308	0.098800	356.154	124
gamma	309	0.100025	360.080	121
gamma	310	0.101215	363.882	117
gamma	311	0.102355	367.514	111
gamma	312	0.104575	374.556	333
gamma	313	0.107105	382.534	173
gamma	314	0.108750	387.694	156
gamma	315	0.110825	394.171	259
gamma	316	0.112680	399.933	112
gamma	317	0.114500	405.559	252
gamma	318	0.116425	411.481	133
gamma	319	0.118445	417.663	271
gamma	320	0.120560	424.101	152
gamma	321	0.122365	429.567	209
gamma	322	0.124535	436.104	225
gamma	323	0.126540	442.111	176
gamma	324	0.128290	447.327	174
gamma	325	0.130120	452.755	192
gamma	326	0.132110	458.628	206
gamma	327	0.134470	465.551	266
gamma	328	0.137025	472.997	245
gamma	329	0.139490	480.130	248
gamma	330	0.141895	487.043	233
gamma	331	0.144510	494.507	290
gamma	332	0.147235	502.227	255
gamma	333	0.149845	509.566	267
gamma	334	0.152485	516.933	261
gamma	335	0.155040	524.010	250
gamma	336	0.157105	529.692	163
gamma	337	0.158805	534.344	177
gamma	338	0.160490	538.932	160
gamma	339	0.163180	546.209	378
gamma	340	0.166300	554.577	246
gamma	341	0.169000	561.756	294
gamma	342	0.172005	569.677	307
gamma	343	0.175060	577.656	304
gamma	344	0.178275	585.972	339
gamma	345	0.181475	594.167	301
gamma	346	0.184495	601.826	303
gamma	347	0.187175	608.562	233
gamma	348	0.190615	617.124	455
gamma	349	0.194115	625.737	245
gamma	350	0.198080	635.377	548
gamma	351	0.202350	645.618	306
gamma	352	0.205210	652.395	266
gamma	353	0.207760	658.383	244
gamma	354	0.210220	664.110	248
gamma	355	0.212965	670.444	301
gamma	356	0.215910	677.171	288
gamma	357	0.219850	686.064	500
gamma	358	0.224395	696.168	409
gamma	359	0.227825	703.683	277
gamma	360	0.231725	712.114	503
gamma	361	0.236090	721.406	370
gamma	362	0.238815	727.130	175
gamma	363	0.241760	733.248	414
gamma	364	0.244940	739.778	222
gamma	365	0.247095	744.156	209
gamma	366	0.249610	749.219	294
gamma	367	0.252385	754.747	261
gamma	368	0.255075	760.047	277
gamma	369	0.258215	766.160	351
gamma	370	0.262680	774.717	542
gamma	371	0.266210	781.369	164
gamma	372	0.270455	789.236	685
gamma	373	0.276295	799.824	483
gamma	374	0.280095	806.567	277
gamma	375	0.283155	811.913	335
gamma	376	0.286340	817.398	302
gamma	377	0.291220	825.644	674
gamma	378	0.296320	834.058	346
gamma	379	0.301465	842.335	683
gamma	380	0.306345	849.991	293
gamma	381	0.309390	854.671	316
gamma	382	0.312605	859.532	327
gamma	383	0.318015	867.526	755
gamma	384	0.324000	876.096	442
gamma	385	0.328420	882.241	442
gamma	386	0.333360	888.924	546
gamma	387	0.338520	895.697	486
gamma	388	0.343165	901.611	443
gamma	389	0.347535	907.018	431
gamma	390	0.352955	913.511	653
gamma	391	0.359400	920.927	636
gamma	392	0.364730	926.808	430
gamma	393	0.369265	931.633	477
gamma	394	0.373790	936.284	428
gamma	395	0.377600	940.073	334
gamma	396	0.380825	943.189	311
gamma	397	0.384110	946.278	346
gamma	398	0.387645	949.505	361
gamma	399	0.391100	952.563	330
gamma	400	0.395880	956.636	626
gamma	401	0.400900	960.717	378
gamma	402	0.405090	963.968	460
gamma	403	0.409625	967.329	447
gamma	404	0.413750	970.244	378
gamma	405	0.417595	972.838	391
gamma	406	0.421135	975.121	317
gamma	407	0.425335	977.701	523
gamma	408	0.429730	980.249	356
gamma	409	0.432750	981.910	248
gamma	410	0.435540	983.380	310
gamma	411	0.439020	985.126	386
gamma	412	0.443310	987.145	472
gamma	413	0.448220	989.275	510
gamma	414	0.454710	991.795	788
gamma	415	0.460735	993.833	417
gamma	416	0.465510	995.242	538
gamma	417	0.471240	996.691	608
gamma	418	0.477200	997.921	584
gamma	419	0.484795	999.075	935
gamma	420	0.492140	999.753	534
gamma	421	0.497875	999.982	613
gamma	422	0.504070	999.934	626
gamma	423	0.511040	999.512	768
gamma	424	0.516045	998.970	233
gamma	425	0.520560	998.309	670
gamma	426	0.527765	996.916	771
gamma	427	0.533675	995.464	411
gamma	428	0.538185	994.168	491
gamma	429	0.543345	992.485	541
gamma	430	0.548455	990.608	481
gamma	431	0.554470	988.132	722
gamma	432	0.560355	985.429	455
gamma	433	0.565475	982.852	569
gamma	434	0.570195	980.291	375
gamma	435	0.574395	977.862	465
gamma	436	0.579360	974.808	528
gamma	437	0.585260	970.923	652
gamma	438	0.592550	965.738	806
gamma	439	0.600200	959.840	724
gamma	440	0.606470	954.657	530
gamma	441	0.611555	950.222	487
gamma	442	0.616340	945.860	470
gamma	443	0.620705	941.721	403
gamma	444	0.624465	938.034	349
gamma	445	0.628090	934.372	376
gamma	446	0.632115	930.183	429
gamma	447	0.637430	924.452	634
gamma	448	0.642985	918.221	477
gamma	449	0.648550	911.732	636
gamma	450	0.653865	905.302	427
gamma	451	0.658255	899.821	451
gamma	452	0.662690	894.128	436
gamma	453	0.667020	888.417	430
gamma	454	0.671165	882.810	399
gamma	455	0.676010	876.082	570
gamma	456	0.681065	868.862	441
gamma	457	0.685880	861.795	522
gamma	458	0.691330	853.571	568
gamma	459	0.695370	847.322	240
gamma	460	0.697710	843.643	228
gamma	461	0.700850	838.637	400
gamma	462	0.704365	832.940	303
gamma	463	0.708105	826.769	445
gamma	464	0.712940	818.626	522
gamma	465	0.718000	809.904	490
gamma	466	0.722705	801.610	451
gamma	467	0.728340	791.443	676
gamma	468	0.733670	781.593	390
gamma	469	0.738275	772.900	531
gamma	470	0.743205	763.405	455
gamma	471	0.747260	755.450	356
gamma	472	0.750820	748.357	356
gamma	473	0.753975	741.987	275
gamma	474	0.756935	735.938	317
gamma	475	0.759420	730.805	180
gamma	476	0.761565	726.335	249
gamma	477	0.764625	719.894	363
gamma	478	0.768245	712.178	361
gamma	479	0.771595	704.945	309
gamma	480	0.774755	698.039	323
gamma	481	0.779055	688.513	537
gamma	482	0.782970	679.712	246
gamma	483	0.785845	673.171	329
gamma	484	0.789345	665.118	371
gamma	485	0.793515	655.396	463
gamma	486	0.797840	645.165	402
gamma	487	0.802395	634.229	509
gamma	488	0.806875	623.311	387
gamma	489	0.810070	615.426	252
gamma	490	0.812780	608.675	290
gamma	491	0.815865	600.917	327
gamma	492	0.818980	593.007	296
gamma	493	0.821550	586.422	218
gamma	494	0.824685	578.319	409
gamma	495	0.827675	570.516	189
gamma	496	0.830690	562.576	414
gamma	497	0.834195	553.255	287
gamma	498	0.837055	545.576	285
gamma	499	0.840740	535.585	452
gamma	500	0.844580	525.058	316
gamma	501	0.847995	515.598	367
gamma	502	0.851405	506.058	315
gamma	503	0.854215	498.127	247
gamma	504	0.857160	489.747	342
gamma	505	0.860150	481.168	256
gamma	506	0.862715	473.751	257
gamma	507	0.864785	467.728	157
gamma	508	0.866520	462.652	190
gamma	509	0.868315	457.376	169
gamma	510	0.870115	452.060	191
gamma	511	0.873100	443.186	406
gamma	512	0.875915	434.752	157
gamma	513	0.877495	429.990	159
gamma	514	0.879960	422.522	334
gamma	515	0.882730	414.071	220
gamma	516	0.884865	407.516	207
gamma	517	0.886640	402.038	148
gamma	518	0.888570	396.053	238
gamma	519	0.890415	390.305	131
gamma	520	0.892040	385.219	194
gamma	521	0.893675	380.080	133
gamma	522	0.895025	375.821	137
gamma	523	0.896665	370.628	191
gamma	524	0.898255	365.572	127
gamma	525	0.900330	358.944	288
gamma	526	0.902735	351.218	193
gamma	527	0.904895	344.240	239
gamma	528	0.906920	337.664	166
gamma	529	0.908825	331.448	215
gamma	530	0.911040	324.184	228
gamma	531	0.913230	316.964	210
gamma	532	0.914945	311.283	133
gamma	533	0.916230	307.010	124
gamma	534	0.917555	302.591	141
gamma	535	0.919065	297.538	161
gamma	536	0.920500	292.719	126
gamma	537	0.921795	288.356	133
gamma	538	0.923490	282.625	206
gamma	539	0.925475	275.884	191
gamma	540	0.927435	269.197	201
gamma	541	0.928955	263.990	103
gamma	542	0.929895	260.761	85
gamma	543	0.930995	256.973	135
gamma	544	0.932285	252.519	123
gamma	545	0.933275	249.091	75
gamma	546	0.934100	246.229	90
gamma	547	0.935210	242.369	132
gamma	548	0.936385	238.273	103
gamma	549	0.937375	234.812	95
gamma	550	0.938380	231.292	106
gamma	551	0.939565	227.130	131
gamma	552	0.940785	222.834	113
gamma	553	0.941875	218.986	105
gamma	554	0.943005	214.986	121
gamma	555	0.944065	211.225	91
gamma	556	0.944920	208.185	80
gamma	557	0.945720	205.335	80
gamma	558	0.946440	202.765	64
gamma	559	0.947060	200.549	60
gamma	560	0.948010	197.148	130
gamma	561	0.949005	193.578	69
gamma	562	0.949925	190.270	115
gamma	563	0.950985	186.450	97
gamma	564	0.951830	183.399	72
gamma	565	0.952595	180.631	81
gamma	566	0.953450	177.532	90
gamma	567	0.954330	174.337	86
gamma	568	0.955185	171.226	85
gamma	569	0.955970	168.365	72
gamma	570	0.956670	165.810	68
gamma	571	0.957350	163.324	68
gamma	572	0.957985	160.999	59
gamma	573	0.958755	158.175	95
gamma	574	0.959535	155.310	61
gamma	575	0.960420	152.054	116
gamma	576	0.961370	148.551	74
gamma	577	0.962255	145.281	103
gamma	578	0.963125	142.061	71
gamma	579	0.964015	138.760	107
gamma	580	0.965020	135.026	94
gamma	581	0.965885	131.805	79
gamma	582	0.966690	128.802	82
gamma	583	0.967450	125.962	70
gamma	584	0.968035	123.773	47
gamma	585	0.968620	121.581	70
gamma	586	0.969335	118.899	73
gamma	587	0.969950	116.588	50
gamma	588	0.970365	115.027	33
gamma	589	0.970700	113.766	34
gamma	590	0.971045	112.466	35
gamma	591	0.971400	111.128	36
gamma	592	0.971820	109.544	48
gamma	593	0.972215	108.052	31
gamma	594	0.972630	106.484	52
gamma	595	0.973005	105.065	23
gamma	596	0.973260	104.100	28
gamma	597	0.973585	102.869	37
gamma	598	0.973985	101.353	43
gamma	599	0.974530	99.285	66
gamma	600	0.975140	96.968	56
gamma	601	0.975710	94.800	58
gamma	602	0.976195	92.953	39
gamma	603	0.976565	91.543	35
gamma	604	0.976975	89.979	47
gamma	605	0.977335	88.605	25
gamma	606	0.977710	87.173	50
gamma	607	0.978185	85.356	45
gamma	608	0.978650	83.577	48
gamma	609	0.979245	81.297	71
gamma	610	0.979820	79.091	44
gamma	611	0.980155	77.805	23
gamma	612	0.980425	76.767	31
gamma	613	0.980730	75.595	30
gamma	614	0.980970	74.671	18
